Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
GCF_022368815.1_ASM2236881v1_genomic	-	O5	H11	O5:H11	-	Based on 3 allele(s)	wzx:1;wzy:0.997;fliC:1;	O5-6-wzx;O5-11-wzy;H11-4-fliC;	100;99.696;100;	100;100;100;	NZ_CP058709.1;NZ_CP058709.1;NZ_CP058709.1;	4613582-4614838;4614839-4616155;80436-81894;	1257;1317;1459;	v1.0 (11-03-2020)	-
GCF_022368895.1_ASM2236889v1_genomic	-	O153	H34	O153:H34	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H34-5-fliC;	100;100;100;	100;100;100;	NZ_CP058714.1;NZ_CP058714.1;NZ_CP058714.1;	41726-42904;43861-45039;4811686-4813323;	1179;1179;1638;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
GCF_022369015.1_ASM2236901v1_genomic	-	O181	H18	O181:H18	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:0.98;	O181-1-wzx-origin;O181-2-wzy-origin;H18-2-fliC;	100;99.84;98.018;	100;100;100;	NZ_CP058719.1;NZ_CP058719.1;NZ_CP058719.1;	3895642-3896913;3896932-3898182;3804513-3806177;	1272;1251;1665;	v1.0 (11-03-2020)	-
GCF_022369175.1_ASM2236917v1_genomic	-	O33	H5	O33:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O33-1-wzx-origin;O33-2-wzy-origin;H5-13-fliC;	100;100;100;	100;100;100;	NZ_CP058725.1;NZ_CP058725.1;NZ_CP058725.1;	223922-225166;226314-227516;343382-344692;	1245;1203;1311;	v1.0 (11-03-2020)	-
GCF_022370515.1_ASM2237051v1_genomic	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;99.95;	100;100;100;	NZ_CP091427.1;NZ_CP091427.1;NZ_CP091427.1;	1214551-1215330;1215337-1216089;2613260-2615272;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_022376675.1_ASM2237667v1_genomic	-	O153	H45	O153:H45	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H45-4-fliC;	100;100;100;	100;100;100;	NZ_CP035826.1;NZ_CP035826.1;NZ_CP035826.1;	117948-119126;120083-121261;4996371-4998077;	1179;1179;1707;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
GCF_022385195.1_ASM2238519v1_genomic	-	O9	H4	O9:H4	-	Based on 3 allele(s)	wzm:0.952;wzt:0.988;fliC:1;	O9-2-wzm-origin;O9-20-wzt;H4-15-fliC;	95.165;98.765;99.905;	100;100;100;	NZ_CP092449.1;NZ_CP092449.1;NZ_CP092449.1;	1767001-1767786;1767789-1769084;1849625-1850674;	786;1296;1050;	v1.0 (11-03-2020)	-
GCF_022385215.1_ASM2238521v1_genomic	-	O9	H4	O9:H4	-	Based on 3 allele(s)	wzm:0.952;wzt:0.988;fliC:1;	O9-2-wzm-origin;O9-20-wzt;H4-15-fliC;	95.165;98.765;99.905;	100;100;100;	NZ_CP092452.1;NZ_CP092452.1;NZ_CP092452.1;	1766225-1767010;1767013-1768308;1848849-1849898;	786;1296;1050;	v1.0 (11-03-2020)	-
GCF_022439445.1_ASM2243944v1_genomic	-	-	H48	-:H48	-	Based on 1 allele(s)	fliC:1;	H48-1-fliC-origin;	100;	100;	NZ_CP079992.1;	2856409-2857905;	1497;	v1.0 (11-03-2020)	-
GCF_022439465.1_ASM2243946v1_genomic	-	-	H48	-:H48	-	Based on 1 allele(s)	fliC:1;	H48-1-fliC-origin;	100;	100;	NZ_CP079993.1;	2856409-2857905;	1497;	v1.0 (11-03-2020)	-
GCF_022453585.1_ASM2245358v1_genomic	-	O174	H28	O174:H28	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O174-7-wzx;O174-11-wzy;H28-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP092647.1;NZ_CP092647.1;NZ_CP092647.1;	609566-610837;608446-609585;506955-508694;	1272;1140;1740;	v1.0 (11-03-2020)	-
GCF_022453605.1_ASM2245360v1_genomic	-	O9	H4	O9:H4	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-10-wzm-origin;O9-8-wzt-origin;H4-15-fliC;	100;100;100;	100;100;100;	NZ_CP092639.1;NZ_CP092639.1;NZ_CP092639.1;	1758440-1759225;1759228-1760523;1888007-1889056;	786;1296;1050;	v1.0 (11-03-2020)	-
GCF_022488205.1_ASM2248820v1_genomic	-	O16	H48	O16:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP092702.1;NZ_CP092702.1;NZ_CP092702.1;	2108316-2109563;2106039-2107205;2002089-2003585;	1248;1167;1497;	v1.0 (11-03-2020)	-
GCF_022492975.1_ASM2249297v1_genomic	-	O78	H2	O78:H2	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O78-1-wzx-origin;O78-2-wzy-origin;H2-6-fliC;	100;99.911;100;	100;100;100;	NZ_CP028732.1;NZ_CP028732.1;NZ_CP028732.1;	3016160-3017575;3020302-3021423;2901985-2903473;	1416;1122;1489;	v1.0 (11-03-2020)	-
GCF_022492995.1_ASM2249299v1_genomic	-	O175	H4	O175:H4	-	Based on 3 allele(s)	wzx:0.997;wzy:0.998;fliC:1;	O175-6-wzx;O175-9-wzy;H4-2-fliC-origin;	99.716;99.823;100;	100;100;100;	NZ_CP028734.1;NZ_CP028734.1;NZ_CP028734.1;	1877313-1878719;1869129-1870259;2037973-2039022;	1407;1131;1050;	v1.0 (11-03-2020)	-
GCF_022493015.1_ASM2249301v1_genomic	-	O133	H25	O133:H25	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O133-1-wzx-origin;O133-2-wzy-origin;H25-2-fliC-origin;	100;99.827;100;	100;100;100;	NZ_CP028733.1;NZ_CP028733.1;NZ_CP028733.1;	1885721-1886962;1889266-1890424;2008428-2009759;	1242;1159;1332;	v1.0 (11-03-2020)	-
GCF_022493115.1_ASM2249311v1_genomic	-	O103	H21	O103:H21	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O103-1-wzx-origin;O103-3-wzy-origin;H21-12-fliC;	100;100;100;	100;100;100;	NZ_CP028735.1;NZ_CP028735.1;NZ_CP028735.1;	3054866-3056131;3051836-3052984;2947079-2948554;	1266;1149;1476;	v1.0 (11-03-2020)	-
GCF_022493155.1_ASM2249315v1_genomic	-	O54	H16	O54:H16	-	Based on 3 allele(s)	wzx:0.965;wzy:0.986;fliC:1;	O54-1-wzx-origin;O54-2-wzy-origin;H16-25-fliC;	96.483;98.584;99.937;	100;100;100;	NZ_CP028737.1;NZ_CP028737.1;NZ_CP028737.1;	1853470-1854720;1848577-1849635;1942384-1943958;	1251;1059;1575;	v1.0 (11-03-2020)	-
GCF_022493175.1_ASM2249317v1_genomic	-	-	H21	-:H21	-	Based on 1 allele(s)	fliC:1;	H21-12-fliC;	100;	100;	NZ_CP028738.1;	2022489-2023964;	1476;	v1.0 (11-03-2020)	-
GCF_022493195.1_ASM2249319v1_genomic	-	O8	H5	O8:H5	-	Based on 3 allele(s)	wzm:1;wzt:0.998;fliC:1;	O8-10-wzm;O8-3-wzt-origin;H5-2-fliC-origin;	100;99.835;99.924;	100;100;100;	NZ_CP028739.1;NZ_CP028739.1;NZ_CP028739.1;	2211645-2212439;2212439-2213653;2396163-2397473;	795;1215;1311;	v1.0 (11-03-2020)	-
GCF_022493215.1_ASM2249321v1_genomic	-	O8	H49	O8:H49	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-18-wzm;O8-31-wzt;H49-3-fliC;	100;100;100;	100;100;100;	NZ_CP028740.1;NZ_CP028740.1;NZ_CP028740.1;	2919058-2919852;2917844-2919058;2824207-2825901;	795;1215;1695;	v1.0 (11-03-2020)	-
GCF_022493235.1_ASM2249323v1_genomic	-	-	H14	-:H14	-	Based on 1 allele(s)	fliC:1;	H14-4-fliC;	100;	100;	NZ_CP028741.1;	1901945-1903597;	1653;	v1.0 (11-03-2020)	-
GCF_022493255.1_ASM2249325v1_genomic	-	O2	H6	O2:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-14-wzy;H6-4-fliC;	100;100;100;	100;100;100;	NZ_CP028743.1;NZ_CP028743.1;NZ_CP028743.1;	2915732-2916994;2913058-2914020;2743025-2744671;	1263;963;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
GCF_022493275.1_ASM2249327v1_genomic	-	O2	H6	O2:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H6-4-fliC;	100;100;100;	100;100;100;	NZ_CP028742.1;NZ_CP028742.1;NZ_CP028742.1;	2984025-2985287;2981351-2982313;2789946-2791592;	1263;963;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
GCF_022493295.1_ASM2249329v1_genomic	-	-	H49	-:H49	-	Based on 1 allele(s)	fliC:1;	H49-3-fliC;	100;	100;	NZ_CP028744.1;	2848965-2850659;	1695;	v1.0 (11-03-2020)	-
GCF_022493315.1_ASM2249331v1_genomic	-	O8/O112	H45	O8/O112:H45	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:0.99;	O8-20-wzm;O8-32-wzt;H45-2-fliC;	100;100;99.063;	100;100;100;	NZ_CP028745.1;NZ_CP028745.1;NZ_CP028745.1;	1976226-1977020;1977020-1978234;2080407-2082113;	795;1215;1707;	v1.0 (11-03-2020)	-
GCF_022493335.1_ASM2249333v1_genomic	-	-	H12	-:H12	-	Based on 1 allele(s)	fliC:1;	H12-3-fliC-origin;	100;	100;	NZ_CP028746.1;	1926571-1928358;	1788;	v1.0 (11-03-2020)	-
GCF_022493355.1_ASM2249335v1_genomic	-	O8/O46/O134	H21	O8/O46/O134:H21	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-16-wzm;O8-32-wzt;H21-12-fliC;	100;100;100;	100;100;100;	NZ_CP028747.1;NZ_CP028747.1;NZ_CP028747.1;	1962999-1963793;1963793-1965007;2095729-2097204;	795;1215;1476;	v1.0 (11-03-2020)	High similarity O-antigen group 6:O46/O134 as per A.Iguchi et.al (PMID: 25428893)
GCF_022493375.1_ASM2249337v1_genomic	-	-	H32	-:H32	-	Based on 1 allele(s)	fliC:1;	H32-2-fliC;	99.942;	100;	NZ_CP028748.1;	2817915-2819627;	1713;	v1.0 (11-03-2020)	-
GCF_022493395.1_ASM2249339v1_genomic	-	O120	H14	O120:H14	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.97;	O120-1-wzx-origin;O120-2-wzy-origin;H14-4-fliC;	100;100;97.157;	100;100;100;	NZ_CP028749.1;NZ_CP028749.1;NZ_CP028749.1;	1804087-1805568;1806394-1807653;1993945-1995597;	1482;1260;1653;	v1.0 (11-03-2020)	-
GCF_022493415.1_ASM2249341v1_genomic	-	O123/O186	H45	O123/O186:H45	-	Based on 3 allele(s)	wzx:0.949;wzy:0.929;fliC:1;	O123-7-wzx;O123-4-wzy-origin;H45-5-fliC;	95.888;93.835;100;	99;99;100;	NZ_CP028750.1;NZ_CP028750.1;NZ_CP028750.1;	2801074-2802532;2794955-2796202;2638157-2639863;	1459;1249;1707;	v1.0 (11-03-2020)	High similarity O-antigen group 5:O123/O186 as per A.Iguchi et.al (PMID: 25428893)
GCF_022493435.1_ASM2249343v1_genomic	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:0.998;wzy:0.998;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H31-2-fliC-origin;	99.762;99.777;100;	100;100;100;	NZ_CP028751.1;NZ_CP028751.1;NZ_CP028751.1;	3184623-3185878;3183283-3184623;2962632-2964299;	1258;1344;1668;	v1.0 (11-03-2020)	-
GCF_022493455.1_ASM2249345v1_genomic	-	O8/O133	H20	O8/O133:H20	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-16-wzm;O8-32-wzt;H20-1-fliC-origin;	100;100;100;	100;100;100;	NZ_CP028752.1;NZ_CP028752.1;NZ_CP028752.1;	1836262-1837056;1837056-1838270;1948036-1949766;	795;1215;1731;	v1.0 (11-03-2020)	-
GCF_022493475.1_ASM2249347v1_genomic	-	O2	H6	O2:H6	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O2-6-wzx;O2-14-wzy;H6-4-fliC;	100;99.792;100;	100;100;100;	NZ_CP028753.1;NZ_CP028753.1;NZ_CP028753.1;	1810787-1812049;1813761-1814721;1983107-1984753;	1263;963;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
GCF_022493495.1_ASM2249349v1_genomic	-	O13/O135	H4	O13/O135:H4	-	Based on 3 allele(s)	wzx:0.998;wzy:0.999;fliC:1;	O13-1-wzx-origin;O13-2-wzy-origin;H4-2-fliC-origin;	99.761;99.913;100;	100;100;100;	NZ_CP028754.1;NZ_CP028754.1;NZ_CP028754.1;	2905294-2906549;2902308-2903456;2719757-2720806;	1257;1149;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
GCF_022493515.1_ASM2249351v1_genomic	-	O8	H5	O8:H5	-	Based on 3 allele(s)	wzm:0.999;wzt:0.99;fliC:1;	O8-10-wzm;O8-3-wzt-origin;H5-2-fliC-origin;	99.874;99.012;100;	100;100;100;	NZ_CP028755.1;NZ_CP028755.1;NZ_CP028755.1;	1943110-1943904;1943904-1945118;2129865-2131175;	795;1215;1311;	v1.0 (11-03-2020)	-
GCF_022493535.1_ASM2249353v1_genomic	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-6-fliC-origin;	100;	100;	NZ_CP028756.1;	2027207-2028964;	1758;	v1.0 (11-03-2020)	-
GCF_022493555.1_ASM2249355v1_genomic	-	O48	H7	O48:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O48-3-wzx;O48-4-wzy;H7-6-fliC-origin;	100;100;100;	100;100;100;	NZ_CP028757.1;NZ_CP028757.1;NZ_CP028757.1;	2996574-2997797;2994188-2995309;2905244-2907001;	1224;1122;1758;	v1.0 (11-03-2020)	-
GCF_022493575.1_ASM2249357v1_genomic	-	O163	H9	O163:H9	-	Based on 3 allele(s)	wzx:0.998;wzy:0.996;fliC:1;	O163-1-wzx-origin;O163-2-wzy-origin;H9-9-fliC;	99.841;99.595;99.801;	100;100;100;	NZ_CP028758.1;NZ_CP028758.1;NZ_CP028758.1;	2967289-2968542;2966057-2967292;2871451-2873463;	1254;1236;2013;	v1.0 (11-03-2020)	-
GCF_022493595.1_ASM2249359v1_genomic	-	O8	H8	O8:H8	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-14-wzm;O8-30-wzt;H8-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP028759.1;NZ_CP028759.1;NZ_CP028759.1;	2957607-2958401;2956393-2957607;2813511-2814989;	795;1215;1479;	v1.0 (11-03-2020)	-
GCF_022493615.1_ASM2249361v1_genomic	-	O8	H40	O8:H40	-	Based on 3 allele(s)	wzx:0.998;wzy:1;fliC:1;	O8-6-wzx-origin;O8-8-wzy-origin;H40-2-fliC-origin;	99.76;100;100;	100;100;100;	NZ_CP028760.1;NZ_CP028760.1;NZ_CP028760.1;	2967407-2968657;2965242-2966492;2838908-2840386;	1251;1251;1479;	v1.0 (11-03-2020)	-
GCF_022493635.1_ASM2249363v1_genomic	-	O46	H31	O46:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O46-5-wzx;O46-8-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP028761.1;NZ_CP028761.1;NZ_CP028761.1;	2816000-2817132;2813788-2814927;2631762-2633429;	1133;1140;1668;	v1.0 (11-03-2020)	High similarity O-antigen group 6:O46/O134 as per A.Iguchi et.al (PMID: 25428893)
GCF_022493655.1_ASM2249365v1_genomic	-	O7	H21	O7:H21	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O7-20-wzx;O7-33-wzy;H21-12-fliC;	100;100;100;	100;100;100;	NZ_CP028762.1;NZ_CP028762.1;NZ_CP028762.1;	1922681-1924104;1927366-1928516;2041937-2043412;	1424;1151;1476;	v1.0 (11-03-2020)	-
GCF_022493675.1_ASM2249367v1_genomic	-	O104	H21	O104:H21	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O104-5-wzx-origin;O104-13-wzy;H21-12-fliC;	100;99.91;100;	100;100;100;	NZ_CP028763.1;NZ_CP028763.1;NZ_CP028763.1;	1799270-1800460;1796844-1797955;1917368-1918843;	1191;1113;1476;	v1.0 (11-03-2020)	-
GCF_022493695.1_ASM2249369v1_genomic	-	O77/O17/O44/O106	H1	O77/O17/O44/O106:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H1-11-fliC;	100;100;100;	100;100;100;	NZ_CP028764.1;NZ_CP028764.1;NZ_CP028764.1;	1946444-1947679;1945071-1946402;2094666-2096453;	1236;1332;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
GCF_022493735.1_ASM2249373v1_genomic	-	O175	H28	O175:H28	-	Based on 3 allele(s)	wzx:0.999;wzy:0.998;fliC:1;	O175-1-wzx-origin;O175-2-wzy-origin;H28-2-fliC-origin;	99.929;99.823;100;	100;100;100;	NZ_CP028766.1;NZ_CP028766.1;NZ_CP028766.1;	3111405-3112811;3119865-3120996;3004283-3006022;	1407;1132;1740;	v1.0 (11-03-2020)	-
GCF_022493755.1_ASM2249375v1_genomic	-	O8/O46/O134	H45	O8/O46/O134:H45	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-16-wzm;O8-32-wzt;H45-6-fliC;	100;100;100;	100;100;100;	NZ_CP028767.1;NZ_CP028767.1;NZ_CP028767.1;	2933554-2934348;2932340-2933554;2799229-2800935;	795;1215;1707;	v1.0 (11-03-2020)	High similarity O-antigen group 6:O46/O134 as per A.Iguchi et.al (PMID: 25428893)
GCF_022493775.1_ASM2249377v1_genomic	-	O88	H14	O88:H14	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:0.97;	O88-3-wzx;O88-5-wzy;H14-4-fliC;	99.931;100;97.157;	100;100;100;	NZ_CP028768.1;NZ_CP028768.1;NZ_CP028768.1;	1902295-1903752;1904681-1905955;2111028-2112680;	1458;1275;1653;	v1.0 (11-03-2020)	-
GCF_022493795.1_ASM2249379v1_genomic	-	-	H2	-:H2	-	Based on 1 allele(s)	fliC:1;	H2-2-fliC-origin;	100;	100;	NZ_CP028769.1;	1930347-1931840;	1494;	v1.0 (11-03-2020)	-
GCF_022493815.1_ASM2249381v1_genomic	-	O2	H6	O2:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H6-4-fliC;	100;100;100;	100;100;100;	NZ_CP028770.1;NZ_CP028770.1;NZ_CP028770.1;	1964073-1965335;1967047-1968009;2205414-2207060;	1263;963;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
GCF_022493835.1_ASM2249383v1_genomic	-	O120	H14	O120:H14	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.97;	O120-1-wzx-origin;O120-2-wzy-origin;H14-4-fliC;	100;100;97.157;	100;100;100;	NZ_CP028771.1;NZ_CP028771.1;NZ_CP028771.1;	2934963-2936444;2932878-2934137;2744927-2746579;	1482;1260;1653;	v1.0 (11-03-2020)	-
GCF_022493855.1_ASM2249385v1_genomic	-	O87	H7	O87:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O87-1-wzx-origin;O87-2-wzy-origin;H7-6-fliC-origin;	100;100;99.886;	100;100;100;	NZ_CP028772.1;NZ_CP028772.1;NZ_CP028772.1;	1964561-1965712;1967595-1968749;2077315-2079072;	1152;1155;1758;	v1.0 (11-03-2020)	-
GCF_022493875.1_ASM2249387v1_genomic	-	-	H38	-:H38	-	Based on 1 allele(s)	fliC:1;	H38-6-fliC;	100;	100;	NZ_CP029328.1;	2899191-2900533;	1343;	v1.0 (11-03-2020)	-
GCF_022493895.1_ASM2249389v1_genomic	-	O8	H10	O8:H10	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-10-wzm;O8-25-wzt;H10-13-fliC;	100;100;100;	100;100;100;	NZ_CP029327.1;NZ_CP029327.1;NZ_CP029327.1;	2965362-2966156;2964148-2965362;2779106-2780367;	795;1215;1262;	v1.0 (11-03-2020)	-
GCF_022494075.1_ASM2249407v1_genomic	-	O11	H25	O11:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O11-4-wzx;O11-5-wzy;H25-14-fliC;	100;100;100;	100;100;100;	NZ_CP058879.1;NZ_CP058879.1;NZ_CP058879.1;	3030491-3031726;3028525-3029760;2820042-2821361;	1236;1236;1320;	v1.0 (11-03-2020)	-
GCF_022494235.1_ASM2249423v1_genomic	-	O143	H4	O143:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O143-4-wzx;O143-7-wzy;H4-2-fliC-origin;	99.917;100;100;	100;100;100;	NZ_CP058874.1;NZ_CP058874.1;NZ_CP058874.1;	1849701-1850906;1852890-1853971;2003731-2004780;	1206;1082;1050;	v1.0 (11-03-2020)	-
GCF_022494315.1_ASM2249431v1_genomic	-	O11	H25	O11:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O11-4-wzx;O11-5-wzy;H25-14-fliC;	100;100;100;	100;100;100;	NZ_CP058748.1;NZ_CP058748.1;NZ_CP058748.1;	2998829-3000064;2996863-2998098;2789157-2790476;	1236;1236;1320;	v1.0 (11-03-2020)	-
GCF_022494585.1_ASM2249458v1_genomic	-	O2/O50	H30	O2/O50:H30	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-1-wzx-origin;O2-11-wzy;H30-2-fliC;	100;100;100;	100;100;100;	NZ_CP091651.1;NZ_CP091651.1;NZ_CP091651.1;	1978312-1979574;1981287-1982249;2131353-2133065;	1263;963;1713;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
GCF_022494605.1_ASM2249460v1_genomic	-	O89	H10	O89:H10	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H10-17-fliC;	94.103;93.625;100;	100;100;100;	NZ_CP091652.1;NZ_CP091652.1;NZ_CP091652.1;	3965970-3966749;3966756-3967508;647778-649040;	780;753;1263;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_022494625.1_ASM2249462v1_genomic	-	O9	H4	O9:H4	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-14-wzm;O9-19-wzt;H4-15-fliC;	100;100;100;	100;100;100;	NZ_CP091659.1;NZ_CP091659.1;NZ_CP091659.1;	3828823-3829608;3829611-3830906;3960376-3961425;	786;1296;1050;	v1.0 (11-03-2020)	-
GCF_022494645.1_ASM2249464v1_genomic	-	O89	H10	O89:H10	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H10-17-fliC;	94.103;93.625;100;	100;100;100;	NZ_CP091662.1;NZ_CP091662.1;NZ_CP091662.1;	3271763-3272542;3271004-3271756;1892571-1893833;	780;753;1263;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_022494665.1_ASM2249466v1_genomic	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;100;99.638;	100;100;100;	NZ_CP091664.1;NZ_CP091664.1;NZ_CP091664.1;	1975421-1976608;1977611-1978741;2120574-2122232;	1188;1131;1659;	v1.0 (11-03-2020)	-
GCF_022494685.1_ASM2249468v1_genomic	-	O11	H6	O11:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O11-4-wzx;O11-5-wzy;H6-17-fliC;	100;100;100;	100;100;100;	NZ_CP091665.1;NZ_CP091665.1;NZ_CP091665.1;	3237597-3238832;3235631-3236866;3033299-3034951;	1236;1236;1653;	v1.0 (11-03-2020)	-
GCF_022494705.1_ASM2249470v1_genomic	-	O160/O8	H4	O160/O8:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O160-3-wzx;O160-4-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	NZ_CP091673.1;NZ_CP091673.1;NZ_CP091673.1;	2739437-2740684;2736417-2737517;2537155-2538204;	1248;1101;1050;	v1.0 (11-03-2020)	-
GCF_022494725.1_ASM2249472v1_genomic	-	O127	H4	O127:H4	-	Based on 3 allele(s)	wzx:1;wzy:0.997;fliC:1;	O127-2-wzx-origin;O127-4-wzy-origin;H4-1-fliC-origin;	100;99.743;100;	100;100;100;	NZ_CP091677.1;NZ_CP091677.1;NZ_CP091677.1;	2709045-2710316;2707221-2708387;2542725-2543774;	1272;1167;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 4:O90/O127 as per A.Iguchi et.al (PMID: 25428893)
GCF_022494745.1_ASM2249474v1_genomic	-	O75	H5	O75:H5	-	Based on 2 allele(s)	wzx:1;fliC:1;	O75-6-wzx;H5-6-fliC;	100;100;	100;100;	NZ_CP091682.1;NZ_CP091682.1;	2850587-2852119;2682051-2683360;	1533;1310;	v1.0 (11-03-2020)	-
GCF_022494765.1_ASM2249476v1_genomic	-	O89	H10	O89:H10	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H10-17-fliC;	94.103;93.625;100;	100;100;100;	NZ_CP091691.1;NZ_CP091691.1;NZ_CP091691.1;	2226547-2227326;2225788-2226540;802549-803811;	780;753;1263;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
GCF_022494785.1_ASM2249478v1_genomic	-	O69	H38	O69:H38	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O69-1-wzx-origin;O69-2-wzy-origin;H38-3-fliC-origin;	100;100;100;	100;100;100;	NZ_CP091700.1;NZ_CP091700.1;NZ_CP091700.1;	2933657-2935171;2930494-2931609;2741930-2743273;	1515;1116;1344;	v1.0 (11-03-2020)	-
